reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d314d394-6946-4ac2-ba17-60a32f208558,Zwelihle Mazweli,https://play-lh.googleusercontent.com/a/ACg8ocLlkLIjNke8vcwGSdLFPm3BxkUoRHlbzFNqY2TKi9MhQ_DlXg=mo,this app play songs online ..and when you're downloading music..you suppose to download a album..or EP of that artist you like... also hre on Spotify it's scase to download a single song...,5,0,9.0.62.622,2025-07-25 23:28:57,,,9.0.62.622
085e73a0-47be-4494-a51e-1973c0e88eef,Park Taimin,https://play-lh.googleusercontent.com/a-/ALV-UjXKClGnvUrilrXbGILmgW-vTDhAfcKnUuVhgbsv1TcrTsDXeLY,Too many ads. STOP BEGGING PEOPLE TO BUY PREMIUM.,1,44,9.0.62.622,2025-07-25 23:28:12,,,9.0.62.622
60c8fd2e-488e-4f14-8f90-c6f69f485c31,Prashant Sapar,https://play-lh.googleusercontent.com/a-/ALV-UjVV3C9lljVonmAr3jUCFp2ti3IqY_FxfmnQDW6OT7wIUJnHCIvt,Good app,5,0,9.0.64.608,2025-07-25 23:27:46,,,9.0.64.608
20ba420c-1be5-449f-9c42-ea3a55603cc4,100Titaniclover,https://play-lh.googleusercontent.com/a-/ALV-UjVtuJx9R4gqsND5Qr-_-tSsSCdgs__4yoPLnVoif0j6oWoSO_pt,"UI is doo doo, and doesn't have all the songs I have in my YT Music playlists.",2,0,9.0.58.596,2025-07-25 23:23:28,,,9.0.58.596
a55aeddf-dfcb-4369-9805-5241304aa20e,sushant sonawane,https://play-lh.googleusercontent.com/a-/ALV-UjXxIqEjTwW4kX80TPRNvSqNUQL7CliUgbmRN1Ylu4_8RpV9jXA,superb,4,0,9.0.62.622,2025-07-25 23:21:59,,,9.0.62.622
c580750d-5c30-47a6-bacd-0beedba6cc8f,Jharna Mukherjee,https://play-lh.googleusercontent.com/a-/ALV-UjUS8LT6t7_XZHQehpKxYRWU1IF_4GkVJwlxcpwR8YMuNgLhv_R2Vg,Love listening to music on Spotify.,5,0,9.0.62.622,2025-07-25 23:18:31,,,9.0.62.622
567b829d-8719-45fa-a933-ab3eb3538daf,Shaswata Mondal,https://play-lh.googleusercontent.com/a-/ALV-UjXBCCAVUtRzQhsAWwdlmTq2z9euoH_gw3BVoKoTgBwgcieu-Gw,Spotify ✔ gaana ✖,4,0,9.0.52.505,2025-07-25 23:17:04,,,9.0.52.505
6f7fcffc-cb64-41b7-b385-27c8a917811c,Bosy Mo,https://play-lh.googleusercontent.com/a/ACg8ocIQcv6SkwXWklAwbXm7YAKIf1jrycZnDc2P7aa6m2hts3u53A=mo,veri bad,1,0,8.5.80.1037,2025-07-25 23:15:30,,,8.5.80.1037
e4a797e4-97fc-493e-983e-0e1f07afed8b,Taylor Bond,https://play-lh.googleusercontent.com/a-/ALV-UjW5i6rTEpCYbJch-g2fyv6Wsc5kzZYJhCnbcF2QLWOqiAUUBlSL,"updated review; app runs much smoother now, previous issue I had was fixed. would be 5 stars but I've been having issues with starting/joining jams",4,0,9.0.64.608,2025-07-25 23:14:07,,,9.0.64.608
989a8c41-66ba-431f-8362-d3a83cbcb72f,Shreyansh Pareek,https://play-lh.googleusercontent.com/a-/ALV-UjV7ZWACuyofMeO5g6eqkKG7YBOrV-6PuPH7tQnac1EvtUzRWQ03rA,i am so glad you made it usable again for free .. keep the app same . cheers edit : I see adds only of free 30 mins streaming and no song cam be played . huh removing this app,1,0,9.0.64.608,2025-07-25 23:11:57,,,9.0.64.608
c93d012a-e1b6-48be-928d-c153b38201c7,Danish Mahurati,https://play-lh.googleusercontent.com/a-/ALV-UjXHPFheUbJx6PBAKbuaqItAvGqo2j1KiPTXBxoHxO1nbD_jSnQ,vertikal good,5,0,9.0.64.608,2025-07-25 23:10:03,,,9.0.64.608
75a586b6-8751-4322-ada2-ec64a41c4e09,Samit Paul,https://play-lh.googleusercontent.com/a-/ALV-UjV1OneucNpHSlmh2c3GfeU7KPwTyvI2k3-K9hZaYu9LJhmyDfjr,very good,5,0,9.0.62.622,2025-07-25 23:07:52,,,9.0.62.622
1e386067-ef34-4794-be2c-2d6aa4ac60e8,Lisa Park,https://play-lh.googleusercontent.com/a-/ALV-UjX_yDfPYQdjNLV7LrcbxsofQfPCKxowIL0iRYz06bfUVDaq5OC2,I LOVEE spotify defenetly the best music and podcast app ever. literally recommending to everyone,5,0,9.0.62.622,2025-07-25 23:00:15,,,9.0.62.622
7df7cb12-445d-4b27-8245-cedfe5f695b5,Dixit Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVBdkxDSvio2gbvxJqB710cg8jBzGmUztCk7YSKeL2Yhs8KK_4,good experience,4,0,,2025-07-25 22:59:00,,,
f735caec-0aa5-4fad-a2fb-db86fda17105,Iris otsiing,https://play-lh.googleusercontent.com/a/ACg8ocI_FqpBB7OHipoFtgrOKO-92R-hDzI83oiSm2neU5Q9sIhXhw=mo,"My experience has personally been really good with Spotify. However, I have Spotify premium Which is really, really helpful. If you get Spotify premium, there are no ADS and you get to choose which music you like, however, if you don't have Spotify premium, you get ADS during songs and your playlist just plays and you can't choose what song's you want next.",5,0,9.0.62.622,2025-07-25 22:54:48,,,9.0.62.622
1e58c10d-ae2f-4973-a948-61622f8950ee,La Liana,https://play-lh.googleusercontent.com/a/ACg8ocJoJkmrAZyRvCFBZ1mnagwBE_fkybWnkLRviDfdTOpXTeDr-x8=mo,bad,1,0,,2025-07-25 22:49:11,,,
d6dacf98-ccd2-49fc-9a9a-a7c617315487,Mukesh Hansda,https://play-lh.googleusercontent.com/a/ACg8ocIXsXeMrrXYLt-ZJplMzYopfbPI7DJKIlmoBfboMh7hEfaJFg=mo,froud app,1,0,,2025-07-25 22:49:07,,,
747b5567-d5be-4374-902a-8420edd0b82e,Arnya Lohakare,https://play-lh.googleusercontent.com/a/ACg8ocIK4L9PtQ6efWWqJS-S2q2zrhDFj7df9OECaHahWTuQgCir0A=mo,good app,5,0,,2025-07-25 22:48:27,,,
32412a40-0f2b-4045-981c-c01974e6787f,Ryan James,https://play-lh.googleusercontent.com/a/ACg8ocJGyuvAr9kXq9yrjAXiZT6Jy1dck2GFhiUMZPZoRFWGFd-KWg=mo,"7:36 PM ""Enjoy the next 30 minutes ad free"" 7:44 PM 2 minutes of ads.",1,0,,2025-07-25 22:46:47,"Hey! We hear you, and we'll pass your feedback along to the Ads team. Also, you might be able to find some steps to help with this on our Community. Just head to community.spotify.com and search for ""30 mins of uninterrupted listening"".",2025-07-26 08:45:34,
564dd502-51f2-4ae6-a7c9-2498f287c4fb,Gouthami K,https://play-lh.googleusercontent.com/a/ACg8ocI0vE5KesihG_gWuHugnqh6Yk0vNrG4a4f6yJoQNbDC5uu05Q=mo,awesome 👌,5,0,9.0.64.608,2025-07-25 22:44:16,,,9.0.64.608
a6293a54-66ec-47e1-ab54-62067d7b29d8,angelica nabora,https://play-lh.googleusercontent.com/a-/ALV-UjXFhGQ0V8jMJD8C8hu_wlqvZJrtZzWAiXMV1P72lul_Bje0NQio,You ruined my life,1,0,,2025-07-25 22:43:25,,,
c0eea544-9395-4bc0-8b93-d7cdffcd6de2,Pampa Sil,https://play-lh.googleusercontent.com/a/ACg8ocKuYHIAJbsIf5IHroti_Xsxt8ux4LeGKIlZOU_ZOHUeEQcCfg=mo,very good app,5,0,9.0.62.622,2025-07-25 22:40:53,,,9.0.62.622
07fc1bd9-64d3-4732-854c-15f43226abba,Billy Ismael,https://play-lh.googleusercontent.com/a/ACg8ocKgxtMxjhdbocqc6i_jN8J25M1YS1gREHHvOoNi9tyOwMGAUQ=mo,👍👍👍👍,5,0,9.0.62.622,2025-07-25 22:40:44,,,9.0.62.622
fdb80e95-bcc9-44be-a7d5-8ec094304814,Ryan Espinosa,https://play-lh.googleusercontent.com/a-/ALV-UjUee_T1L4RS-Xj8OefVJq11H-WeY6uM_4NPHtj4w44UogLOlB8,nice,5,0,9.0.64.608,2025-07-25 22:40:16,,,9.0.64.608
a9d2de5b-c599-42dd-bffe-a0c75cee0f97,Gelli San Antonio,https://play-lh.googleusercontent.com/a-/ALV-UjX2gdUZLUPvgKzeWka8Dra8hNv-My2HvI5mTHHf3xxqtkdEbVy2,Exceptional!,5,0,9.0.50.416,2025-07-25 22:35:33,,,9.0.50.416
05bb6bb9-2056-4c2c-a1d1-a9b99f7ffb7b,Deepak Chawla,https://play-lh.googleusercontent.com/a/ACg8ocJeAG1jch-3QQJveyeyBJipJFWgWlxci_o3Al_VDPNDiM95sQ=mo,"This app is a scam in name of a music streaming app. They are basically forcing you to listen to music of their choice not letting you literally listen to your whole playlist without paying. Its useless for teenagers as most of them cant waste money like this and this is the only music streaming app currently available that is trusted and i hate to admit it they are exploiting this fact, There is no point of a music streaming app where you can not listen to music as you wish.",1,0,9.0.64.608,2025-07-25 22:35:29,,,9.0.64.608
7ae93513-a0f8-43d4-aa75-c669b3e9024f,Orlando Romero,https://play-lh.googleusercontent.com/a-/ALV-UjXbQWY6YUj7JqpLKG8i8MJWMpKCtewCeras02eq6sYRy3R0kFx1dg,I listen to music from the days I was growing up,5,0,9.0.62.622,2025-07-25 22:33:19,,,9.0.62.622
a66e7f9f-0fca-410b-a36e-ce6ace394931,manona,https://play-lh.googleusercontent.com/a-/ALV-UjW-qYSr9rehIBnwm0RusHbB2_gb_AMNd1tNdvR0kCXgqvVoHhc,I don't like it 😕 😒,1,0,9.0.62.622,2025-07-25 22:31:47,,,9.0.62.622
93a78347-5889-4a7c-b8db-cac4021d1fdf,VIKRAM GURJAR,https://play-lh.googleusercontent.com/a/ACg8ocIuEdHVEfjcuwEugxSNkwfsUwVkSGk5Qe8hHBPTl-q0uu3PiA=mo,bakvas,1,0,,2025-07-25 22:28:03,,,
7cd6a7fa-f486-4074-a2aa-07d8c5a59bc2,Maksuda Akter Ruma,https://play-lh.googleusercontent.com/a/ACg8ocKtlZepFyayUDiPUyKib2zwhpufp8EQp-HK107H3x27CiX_QQ=mo,very good,5,0,9.0.64.608,2025-07-25 22:27:14,,,9.0.64.608
9557609b-618f-4264-9a06-87883a63a882,chandrasekhar Gupta,https://play-lh.googleusercontent.com/a/ACg8ocKGfA7VdOH3Kj_EerlYj9aL6-LGlomSlumdkFBenqmKezOEqw=mo,best buy😊😄♥️,5,0,9.0.64.608,2025-07-25 22:23:33,,,9.0.64.608
764ef593-3218-452d-8bc4-99ac48e9f55b,LeeAnn Layton,https://play-lh.googleusercontent.com/a-/ALV-UjUN6mcZsEDIu2Bv3-8ZvscZkjy3CTC41eHYvdtkx1HQwOfCPHef,"LOVE THE APP, ❤️🙏",5,0,9.0.64.608,2025-07-25 22:22:36,,,9.0.64.608
2fe0e013-2a75-4dc0-b9c7-f0d52fc439fe,Eng Marwa Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocJWduTRFlGLGRFzOOqRPoKg55hx3SD9fdOr0FbX2PereudYBA=mo,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,1,0,9.0.62.622,2025-07-25 22:21:15,,,9.0.62.622
e17dd142-7e70-4ad1-8a83-93e717cc9285,Ty Son,https://play-lh.googleusercontent.com/a/ACg8ocL4zLU28gH9fmyaGNBbOFos5KJRTxDyjQm8q_kofFPpsM2nxg=mo,spotify=😎 other music apps=🤨😔😕,5,0,9.0.62.622,2025-07-25 22:18:17,,,9.0.62.622
e3da2612-8fa0-477e-8a9a-ee6e95b2400b,Estaban Arizola,https://play-lh.googleusercontent.com/a-/ALV-UjV5jq1ILHtGwmgUJDstZCaozEFhgB6_Tb11vgQ_II5YLbPB9f1t,awesome!,5,0,9.0.62.622,2025-07-25 22:16:03,,,9.0.62.622
e5a687ff-0c5b-44e6-b2ef-d7c55483a43d,Dad Guy,https://play-lh.googleusercontent.com/a/ACg8ocLDqZ2apKK3Hc5hTPqlD64sCvUrumLoHl4dNhTDSAuHo5xr=mo,all the songs I want in one place,5,0,9.0.64.608,2025-07-25 22:14:31,,,9.0.64.608
f344bfbf-ffcb-4819-84ae-9c58a8a479fa,Alex Martinez,https://play-lh.googleusercontent.com/a-/ALV-UjXE-S2LTKfU5Az5fn6CRjqmbjNqMz5yfSec2QxIrBOixyPj-Zsf,"Terrible recommendations. Constantly wanting me to play Joe Rogan. No way to edit home screen and recommendations. ""DJ"" just plays songs in a loop just like their shuffle. This app is only good for listening to albums. All their other features are garbage and if you contact support they'll tell you to post it on their forums. Which does absolutely nothing.",1,0,9.0.62.622,2025-07-25 22:13:23,,,9.0.62.622
2bd5ee68-ea52-47b9-a36a-8a937b572411,Morgan & Hayden Black,https://play-lh.googleusercontent.com/a-/ALV-UjUktBbinzRYTrQoFk9TJ6ALLNISbxWm2-JV_82wKz32kHRUnac,Adify would be more accurate,2,0,9.0.64.608,2025-07-25 22:11:13,,,9.0.64.608
41326035-55c3-4c2c-baee-9ef2203d7c61,Alec,https://play-lh.googleusercontent.com/a-/ALV-UjUJjr-pw_PHfFPVtovWKp7UbF-K7-5-u4Mktka-E6QUAOcn7Q,"I'm a paying customer, and it crashes frequently. It's fully updated, but nothing really helps.",2,0,,2025-07-25 22:10:23,"Hi, we understand how you feel! We’d recommend clearing the app data, uninstalling it, and redownloading the latest version from the Google Play Store. If you’re still having trouble, give our Customer Service a shout. Just search “Contact Us” at support.spotify.com.",2025-07-26 08:28:16,
0e159441-1c8d-48aa-8716-7ddebb84cb5b,Nolan Weisinger,https://play-lh.googleusercontent.com/a/ACg8ocL_PO1UVCsAOevF5Q4dmDWxW5sxuDHr9ey45jEHNRv_e3SQRg=mo,I love it 💋🫠🤑,5,0,,2025-07-25 22:07:41,,,
597582bf-107b-47e4-9bbe-8b17cf7e38c3,aufa baiq,https://play-lh.googleusercontent.com/a/ACg8ocInbzPKwG7UN4gcmfBeQnYNK9Mm5Mb338MmyFR0IWaDqhxLLw=mo,"makin kesini dikit dikit iklan, semua fitur jd premium ah mls",3,0,,2025-07-25 22:07:00,,,
31ea0125-52e9-4e76-8956-2f72d1a9f36d,Rabita Sharma,https://play-lh.googleusercontent.com/a/ACg8ocJI_nrKCzCHxd6fB797vII0EZ2ot3U2EQSN1ra-GqyaJzBKqw=mo,best,4,0,,2025-07-25 22:05:59,,,
3ac30e1d-3a05-48f9-87f1-39a60574ef77,GhoriTheOwl,https://play-lh.googleusercontent.com/a-/ALV-UjXEoQFX0phLPkWYelhhOTiHUXBg1K9k0sU1G6fXJ0NcoRHT6pIZ,Pay them or suffer.,1,0,9.0.62.622,2025-07-25 22:03:17,,,9.0.62.622
fc3b46e1-bf54-40af-bcd5-6f51b749fcad,Austin Mahone,https://play-lh.googleusercontent.com/a/ACg8ocLtRjza0Ufn9RJDqLqfnmi1qE6SbYlHXUEpE5jpNXeOWc2j2A=mo,great,5,0,,2025-07-25 21:58:37,,,
fd853a3b-e886-4cdd-8b76-7e39ff53bf5b,achaia,https://play-lh.googleusercontent.com/a-/ALV-UjUGu-jqMupH-O9XDJ2UTBtNpPHYXUUHaKZa_CMc_Pw4PEORAFQ,"They pay their artists little to nothing, and their CEO is the chairman, and invested $600 million+, for a militarized AI startup.",1,0,9.0.42.529,2025-07-25 21:56:20,,,9.0.42.529
9829b95b-23da-47e9-a65d-be6ea791ae14,Saad Alonizi,https://play-lh.googleusercontent.com/a/ACg8ocJ17eId7QX_BSFmYDABOdI-u_bjXOsBXREpcAePzzC8IxyC9w=mo,I love this app now,5,0,9.0.62.622,2025-07-25 21:53:41,,,9.0.62.622
45a69705-5851-47a4-8491-7672f6bb5a79,Ethan Sielaff,https://play-lh.googleusercontent.com/a-/ALV-UjVONhPDKoAbVrph5dpoFj7L_00fPKS55OdpWSvYgtqesmOs2R2d,absolute dogshit platform can't even look at individual songs in an album. if you want to listen to music just go to youtube or buy it directly from the artist NEVER use spotify.,1,0,9.0.62.622,2025-07-25 21:52:42,,,9.0.62.622
b14aa429-9ffc-4477-ae8f-e9afec2d4ed3,Gladwell Nsibande,https://play-lh.googleusercontent.com/a-/ALV-UjW5ISPaIEbN5VZCJa8Qu-mUITGSn9YzeFsbPy1Xq_35Cene4xzH,The playlist collaborative feature is my favourite...,5,0,9.0.62.622,2025-07-25 21:50:29,,,9.0.62.622
6c958c4e-3db3-4963-a787-8d5106dcbae6,Esa Moin,https://play-lh.googleusercontent.com/a/ACg8ocIXwsLi3sY81qFvvLaj2EHk11ygui_U6zHR14rB92rb0vzRDw=mo,he best app for music ❤️‍🩹🔥❤️,5,0,,2025-07-25 21:50:00,,,
36535fc5-8759-4fb0-b8b9-6c6ab593530c,vishu swami,https://play-lh.googleusercontent.com/a-/ALV-UjXNqmSeP7jQN-0m_UBGb2Wc7YLByeZkbjKWJzqFtshg2slhCmM,sound quality is good 👍,5,0,9.0.62.622,2025-07-25 21:47:13,,,9.0.62.622
c24b5498-83bc-451a-8aff-4f9147ee2a2f,Gavin Hall,https://play-lh.googleusercontent.com/a-/ALV-UjWQ00tomPUSFuBZaxOalpETXcc6laN5f0QjQc8OZt3674NoaMWmDA,best thing man ever created,5,0,9.0.62.622,2025-07-25 21:46:38,,,9.0.62.622
16584eae-9f44-46d9-80a1-69ba65a3d58c,Anmol Raj,https://play-lh.googleusercontent.com/a-/ALV-UjWSyeZ5wuyCxgFVRnpiS6AuqqozF9cZPpcPBKJeS9z8Lqww4A,excellent experience,5,0,9.0.62.622,2025-07-25 21:46:17,,,9.0.62.622
6ecf24eb-e2d8-4947-be5d-bf0c034495c2,Aasif Hussain,https://play-lh.googleusercontent.com/a-/ALV-UjXrmD-kcOGmqY7pB9ZsnusA4NwpAAq4zxw8FRtxmF8fRm8JpVpj,sukoon,5,0,,2025-07-25 21:43:30,,,
ca1dab2d-edbd-41c9-adfd-f288bfea837d,Amani Mamdouh,https://play-lh.googleusercontent.com/a/ACg8ocK0l5J8zlT5_d1LLNNui1h4s2WeY1PLBMP0vmB7EAmrrjfO=mo,Baaaaddd Ugly,1,0,,2025-07-25 21:43:05,,,
77405653-09ef-4cd8-8f9a-21ac1afe4e0a,Muthoot Fincorp Maujpur,https://play-lh.googleusercontent.com/a/ACg8ocIcllfvqJAGLizux_1udt9R2LIiYCk478aVYUXkDgVotepzOQ=mo,so faar ads try other sources of revenue,1,0,9.0.64.608,2025-07-25 21:42:34,,,9.0.64.608
a16153e2-bf6b-40b6-8a60-075829ddf59f,Cathy Lemel,https://play-lh.googleusercontent.com/a/ACg8ocKeY7IigMlvJo5ZzEC-NI4b4pcun8uSTJfBE78Pg3A0c7tcQg=mo,"Whenever I go to a song, it does a different song, I don't know if it's just my phone, but can you please fix this",1,0,9.0.64.608,2025-07-25 21:39:26,"Hi. If you’re on our free service, you can only shuffle music except on certain Spotify playlists such as those Made for You. To have full control over listening, we'd recommend checking out our Premium plans. If you've never had Premium before, you should be eligible for our trial. You can also see our other deals by visiting spotify.com/premium.",2025-07-26 08:18:59,9.0.64.608
3f1f322e-a3a4-4aec-9a02-ad38b5dd035b,Amanda Beasley (Polly),https://play-lh.googleusercontent.com/a-/ALV-UjVLgG5v06q9gMrGG81Rt__Xk3dlOOAO2JF2Wb11NmiaiDJM1WIU,I love all my favorite songs from yester years and present,5,0,9.0.64.608,2025-07-25 21:39:19,,,9.0.64.608
af5ad635-defd-46a6-85b2-6672a45796c0,Kartik,https://play-lh.googleusercontent.com/a/ACg8ocJoRKrui_1cEyqtI8O7E1-F3N0OIX9j46SHSBomgtKUR5ODdw=mo,"Spotify is hands down one of the best music streaming apps available today. From its massive music library to its intuitive user interface, this app delivers an outstanding listening experience for music lovers of all kinds. Whether you’re into pop, classical, rock, EDM, or podcasts, Spotify has something for everyone. One of my favorite features is the personalized playlists—like Discover Weekly and Release Radar—which feel tailor-made to my taste.",5,0,9.0.62.622,2025-07-25 21:37:45,,,9.0.62.622
