reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content_vader,content_ml,cleaned_content,sentiment_score,sentiment_label
aac9f80d-aff9-4227-ac7a-5b07940cd564,Christopher Theisen,https://play-lh.googleusercontent.com/a-/ALV-UjVMtW-guIzZbnumUSjoUY1PhZO94tT31bibKfRD_fPcaDOKewK9,works great always find my music,5,0,9.0.62.622,2025-07-26 00:35:49,,,9.0.62.622,works great always find my music,works great always find my music,works great always find,0.6249,positive
e4bc6681-5084-4bcf-a014-29bb9e521b78,Sanaiyah Chambers,https://play-lh.googleusercontent.com/a/ACg8ocJVvBTDbIIKzZbK-Tss_3pgmne93fL3RDkqJIJPYRjW-1Rgog=mo,you can listen to all of your favorite apps on it and I think it's a really good app,5,0,9.0.62.622,2025-07-25 18:16:32,,,9.0.62.622,you can listen to all of your favorite apps on it and I think it's a really good app,you can listen to all of your favorite apps on it and i think its a really good app,favorite apps think really good,0.7346,positive
bbf862f0-0757-4901-bd94-3630961d2a48,Tshepang Mabitle,https://play-lh.googleusercontent.com/a/ACg8ocLpzOt_lWoW6EfCqRR0_wICfnmFVbDOZTA5JM5wGDa0QfEODA=mo,very good app now I save my storage knowing that I'll find all my songs in Spotify,5,0,9.0.62.622,2025-07-25 17:50:41,,,9.0.62.622,very good app now I save my storage knowing that I'll find all my songs in Spotify,very good app now i save my storage knowing that ill find all my songs in spotify,good save storage knowing find,0.7501,positive
1cb63038-32c0-4f1c-8055-3bcbdb00d028,Dimakatjo Mailula,https://play-lh.googleusercontent.com/a/ACg8ocIrPHEsiAcikwIyyWRLGQikDUreyKDIsprzkupN1qaBHrQzWw=mo,it is the best music app because I'm able to use it whiles I use other apps on my phone and whiles driving,5,0,9.0.62.622,2025-07-25 17:39:40,,,9.0.62.622,it is the best music app because I'm able to use it whiles I use other apps on my phone and whiles driving,it is the best music app because im able to use it whiles i use other apps on my phone and whiles driving,best able use whiles use apps phone whiles driving,0.6369,positive
f735caec-0aa5-4fad-a2fb-db86fda17105,Iris otsiing,https://play-lh.googleusercontent.com/a/ACg8ocI_FqpBB7OHipoFtgrOKO-92R-hDzI83oiSm2neU5Q9sIhXhw=mo,"My experience has personally been really good with Spotify. However, I have Spotify premium Which is really, really helpful. If you get Spotify premium, there are no ADS and you get to choose which music you like, however, if you don't have Spotify premium, you get ADS during songs and your playlist just plays and you can't choose what song's you want next.",5,0,9.0.62.622,2025-07-25 22:54:48,,,9.0.62.622,"My experience has personally been really good with Spotify. However, I have Spotify premium Which is really, really helpful. If you get Spotify premium, there are no ADS and you get to choose which music you like, however, if you don't have Spotify premium, you get ADS during songs and your playlist just plays and you can't choose what song's you want next.",my experience has personally been really good with spotify however i have spotify premium which is really really helpful if you get spotify premium there are no ads and you get to choose which music you like however if you dont have spotify premium you get ads during songs and your playlist just plays and you cant choose what songs you want next,experience personally really good however premium really really helpful get premium ads get choose like however premium get ads playlist plays choose want next,0.8467,positive
b966567a-1211-415a-b267-932aee72ff73,Igi Onuora,https://play-lh.googleusercontent.com/a/ACg8ocL6z1jQ23eqO_igt0prVjTdoUqxXpp5vLSCC73iFGIHScmu8g=mo,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",5,0,9.0.62.622,2025-07-25 18:35:02,,,9.0.62.622,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",great stuff so much amazing new music to discover so many old favorites thank you spotify,great stuff much amazing new discover many old favorites thank,0.9363,positive
bbf862f0-0757-4901-bd94-3630961d2a48,Tshepang Mabitle,https://play-lh.googleusercontent.com/a/ACg8ocLpzOt_lWoW6EfCqRR0_wICfnmFVbDOZTA5JM5wGDa0QfEODA=mo,very good app now I save my storage knowing that I'll find all my songs in Spotify,5,0,9.0.62.622,2025-07-25 17:50:41,,,9.0.62.622,very good app now I save my storage knowing that I'll find all my songs in Spotify,very good app now i save my storage knowing that ill find all my songs in spotify,good save storage knowing find,0.7501,positive
406bab1d-58c8-48f1-87f4-3ee1b0c97d9b,Esteban luna,https://play-lh.googleusercontent.com/a/ACg8ocIVNB1cnhBR8y4MxonWN78Y5iNpSwDH5WAuZX5eNdsV3iYNrA=mo,w reccomendations even when I don't have premium,5,0,9.0.62.622,2025-07-25 20:15:42,,,9.0.62.622,w reccomendations even when I don't have premium,w reccomendations even when i dont have premium,reccomendations even premium,0.0,neutral
8d8ed2de-f407-49ea-8bb0-c727c55feae4,Doaa,https://play-lh.googleusercontent.com/a/ACg8ocJwpF1ohb0rNKXVEd1E3sy0bSlh9gmCCCtlNaq9ko7D069QQg=mo,I lov it so much,5,0,9.0.62.622,2025-07-25 20:25:41,,,9.0.62.622,I lov it so much,i lov it so much,lov much,0.0,neutral
e4bc6681-5084-4bcf-a014-29bb9e521b78,Sanaiyah Chambers,https://play-lh.googleusercontent.com/a/ACg8ocJVvBTDbIIKzZbK-Tss_3pgmne93fL3RDkqJIJPYRjW-1Rgog=mo,you can listen to all of your favorite apps on it and I think it's a really good app,5,0,9.0.62.622,2025-07-25 18:16:32,,,9.0.62.622,you can listen to all of your favorite apps on it and I think it's a really good app,you can listen to all of your favorite apps on it and i think its a really good app,favorite apps think really good,0.7346,positive
4d3593bc-eace-4032-a328-6a89489c73d5,Ratna Angela sari,https://play-lh.googleusercontent.com/a-/ALV-UjVAef0O6dI9cFzJJaAnSox9Fs1IlCLC-Ha_Dt_3f9c4GMqLftc,no ad please!,5,0,9.0.62.622,2025-07-25 20:14:58,,,9.0.62.622,no ad please!,no ad please,please,-0.5352,negative
94cadec4-aae2-42bd-963a-bd263bac888f,Mukesh Roy,https://play-lh.googleusercontent.com/a-/ALV-UjU3hUDQS9CvhEpfjSDXYK_Olz-eYRDjXVcUEtJzKCsVK5RJz3Uk,good,5,0,9.0.62.622,2025-07-25 21:36:00,,,9.0.62.622,good,good,good,0.4404,positive
b966567a-1211-415a-b267-932aee72ff73,Igi Onuora,https://play-lh.googleusercontent.com/a/ACg8ocL6z1jQ23eqO_igt0prVjTdoUqxXpp5vLSCC73iFGIHScmu8g=mo,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",5,0,9.0.62.622,2025-07-25 18:35:02,,,9.0.62.622,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",great stuff so much amazing new music to discover so many old favorites thank you spotify,great stuff much amazing new discover many old favorites thank,0.9363,positive
c0eea544-9395-4bc0-8b93-d7cdffcd6de2,Pampa Sil,https://play-lh.googleusercontent.com/a/ACg8ocKuYHIAJbsIf5IHroti_Xsxt8ux4LeGKIlZOU_ZOHUeEQcCfg=mo,very good app,5,0,9.0.62.622,2025-07-25 22:40:53,,,9.0.62.622,very good app,very good app,good,0.4927,positive
b966567a-1211-415a-b267-932aee72ff73,Igi Onuora,https://play-lh.googleusercontent.com/a/ACg8ocL6z1jQ23eqO_igt0prVjTdoUqxXpp5vLSCC73iFGIHScmu8g=mo,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",5,0,9.0.62.622,2025-07-25 18:35:02,,,9.0.62.622,"Great Stuff! So much amazing new music to discover, so many old favorites... 🤩 - Thank you Spotify!",great stuff so much amazing new music to discover so many old favorites thank you spotify,great stuff much amazing new discover many old favorites thank,0.9363,positive
d314d394-6946-4ac2-ba17-60a32f208558,Zwelihle Mazweli,https://play-lh.googleusercontent.com/a/ACg8ocLlkLIjNke8vcwGSdLFPm3BxkUoRHlbzFNqY2TKi9MhQ_DlXg=mo,this app play songs online ..and when you're downloading music..you suppose to download a album..or EP of that artist you like... also hre on Spotify it's scase to download a single song...,5,0,9.0.62.622,2025-07-25 23:28:57,,,9.0.62.622,this app play songs online ..and when you're downloading music..you suppose to download a album..or EP of that artist you like... also hre on Spotify it's scase to download a single song...,this app play songs online and when youre downloading musicyou suppose to download a albumor ep of that artist you like also hre on spotify its scase to download a single song,online downloading suppose download album artist like also hre scase download single,0.5994,positive
8453f746-2619-45ab-8db7-c3ebdb91178f,Renegade,https://play-lh.googleusercontent.com/a-/ALV-UjUUDv3A8ZyJZOQsGOfGLQJedtJaYyCUX1ENPR4EeLn8dDKFNj4L,best music app,5,0,9.0.62.622,2025-07-25 19:15:40,,,9.0.62.622,best music app,best music app,best,0.6369,positive
75a586b6-8751-4322-ada2-ec64a41c4e09,Samit Paul,https://play-lh.googleusercontent.com/a-/ALV-UjV1OneucNpHSlmh2c3GfeU7KPwTyvI2k3-K9hZaYu9LJhmyDfjr,very good,5,0,9.0.62.622,2025-07-25 23:07:52,,,9.0.62.622,very good,very good,good,0.4927,positive
07fc1bd9-64d3-4732-854c-15f43226abba,Billy Ismael,https://play-lh.googleusercontent.com/a/ACg8ocKgxtMxjhdbocqc6i_jN8J25M1YS1gREHHvOoNi9tyOwMGAUQ=mo,👍👍👍👍,5,0,9.0.62.622,2025-07-25 22:40:44,,,9.0.62.622,👍👍👍👍,,,0.0,neutral
6d0be50f-5d44-4430-a608-bfd90a9f23b2,Lauren Robinson,https://play-lh.googleusercontent.com/a/ACg8ocKyxIutcNTjO1XlWaCyWx9VwYBZSPqweGsW-deIrL8piqUklQ=mo,I love it. it's so good especially when I'm jamming while gaming,5,0,9.0.62.622,2025-07-25 19:01:55,,,9.0.62.622,I love it. it's so good especially when I'm jamming while gaming,i love it its so good especially when im jamming while gaming,love good especially jamming gaming,0.8377,positive
f2b6257a-9d66-4184-8468-497d49339887,Ram Ekbal Dubey,https://play-lh.googleusercontent.com/a/ACg8ocJBchIozx4175mUh1jBfLR1SJBtXdeqyWrDneJOCsYM8FoPLA=mo,great,4,0,9.0.62.622,2025-07-26 00:01:02,,,9.0.62.622,great,great,great,0.6249,positive
757f3fa0-a155-4ec4-b0dd-edb82372bc80,Ryan “JustLeppo” Leppo,https://play-lh.googleusercontent.com/a/ACg8ocLaMi5x0xMC0RRxydi1EDy7rXwl3HVvIyfKjQTZwUR2uN3nhu8K=mo,"1) ""now enjoy the next 30 minutes of ad free music"" 2) 3 minute song plays 3) ads",1,0,9.0.62.622,2025-07-25 23:36:59,,,9.0.62.622,"1) ""now enjoy the next 30 minutes of ad free music"" 2) 3 minute song plays 3) ads",1 now enjoy the next 30 minutes of ad free music 2 3 minute song plays 3 ads,enjoy next minutes free minute plays ads,0.8176,positive
2fe0e013-2a75-4dc0-b9c7-f0d52fc439fe,Eng Marwa Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocJWduTRFlGLGRFzOOqRPoKg55hx3SD9fdOr0FbX2PereudYBA=mo,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,1,0,9.0.62.622,2025-07-25 22:21:15,,,9.0.62.622,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن نصيحه لوجه الله,0.0,neutral
2443984b-3806-477c-bd14-953202d348b0,Jesse Corn,https://play-lh.googleusercontent.com/a/ACg8ocIrtjhXwG8gGBSN2caTFL0DGMXjoAf445eCmbIPnJHrAqV6XQ=mo,as long as I have worship music:::; ),5,0,9.0.62.622,2025-07-25 23:42:18,,,9.0.62.622,as long as I have worship music:::; ),as long as i have worship music,long worship,0.296,positive
8453f746-2619-45ab-8db7-c3ebdb91178f,Renegade,https://play-lh.googleusercontent.com/a-/ALV-UjUUDv3A8ZyJZOQsGOfGLQJedtJaYyCUX1ENPR4EeLn8dDKFNj4L,best music app,5,0,9.0.62.622,2025-07-25 19:15:40,,,9.0.62.622,best music app,best music app,best,0.6369,positive
04754de9-238a-441f-845a-3ea83399e9c6,William Pounds III,https://play-lh.googleusercontent.com/a/ACg8ocLCaMWJUJUq2dfZg589LIij9d6_vjAt_l4n9M5SKimHLxfDo5s=mo,Better than YouTube music for sure! I do have a problem with me not being able to double tap the screen to rewind and fast-forward though,4,0,9.0.62.622,2025-07-25 18:05:45,,,9.0.62.622,Better than YouTube music for sure! I do have a problem with me not being able to double tap the screen to rewind and fast-forward though,better than youtube music for sure i do have a problem with me not being able to double tap the screen to rewind and fastforward though,better youtube sure problem able double tap screen rewind fast forward though,0.4199,positive
7ae93513-a0f8-43d4-aa75-c669b3e9024f,Orlando Romero,https://play-lh.googleusercontent.com/a-/ALV-UjXbQWY6YUj7JqpLKG8i8MJWMpKCtewCeras02eq6sYRy3R0kFx1dg,I listen to music from the days I was growing up,5,0,9.0.62.622,2025-07-25 22:33:19,,,9.0.62.622,I listen to music from the days I was growing up,i listen to music from the days i was growing up,days growing,0.1779,positive
884c4c87-3291-4c1e-b73f-20e215afee17,David Richter,https://play-lh.googleusercontent.com/a-/ALV-UjUIOLRiMG_GitHXdgCCm8NWdJLhR-SH_nE23OhvKbn-bb8sf44,"I've been a Spotify user for years and years and absolutely love it better than Pandora, Apple Music and Amazon Music. 10/10",5,0,9.0.62.622,2025-07-25 19:27:47,,,9.0.62.622,"I've been a Spotify user for years and years and absolutely love it better than Pandora, Apple Music and Amazon Music. 10/10",ive been a spotify user for years and years and absolutely love it better than pandora apple music and amazon music 1010,user years years absolutely love better pandora apple amazon,0.854,positive
36535fc5-8759-4fb0-b8b9-6c6ab593530c,vishu swami,https://play-lh.googleusercontent.com/a-/ALV-UjXNqmSeP7jQN-0m_UBGb2Wc7YLByeZkbjKWJzqFtshg2slhCmM,sound quality is good 👍,5,0,9.0.62.622,2025-07-25 21:47:13,,,9.0.62.622,sound quality is good 👍,sound quality is good,sound quality good,0.4404,positive
f2b6257a-9d66-4184-8468-497d49339887,Ram Ekbal Dubey,https://play-lh.googleusercontent.com/a/ACg8ocJBchIozx4175mUh1jBfLR1SJBtXdeqyWrDneJOCsYM8FoPLA=mo,great,4,0,9.0.62.622,2025-07-26 00:01:02,,,9.0.62.622,great,great,great,0.6249,positive
edbb5b33-b31c-4613-9d75-e7faa747ab3a,Zurisadais Martin,https://play-lh.googleusercontent.com/a-/ALV-UjWbd8ZI9H6BesujjH4VoDllhczZUx9QhMaj9zaMWw1Ah_Y5UAuL,nice,5,0,9.0.62.622,2025-07-25 19:10:04,,,9.0.62.622,nice,nice,nice,0.4215,positive
ee8b1c72-6fbb-4dfd-b535-88ddc18410a9,Shannon R Freeman,https://play-lh.googleusercontent.com/a/ACg8ocKwDFGl89ZTb-4kt5dCal4rhB9SO8R6N1RDZVKOCgZ2OpxqfQ=mo,love the music choices,5,0,9.0.62.622,2025-07-25 17:36:21,,,9.0.62.622,love the music choices,love the music choices,love choices,0.6369,positive
dbb05fc4-e173-4455-8356-c39db0adef1e,michelle carmona,https://play-lh.googleusercontent.com/a-/ALV-UjWBXzV6pRFauKvyOArldGRv5J8ytpxaGUi4JaNUUKM9zjUQxuEF,"if you don't have a premium plan you can't do anything at all, the app is not worth:b",2,0,9.0.62.622,2025-07-25 20:59:02,,,9.0.62.622,"if you don't have a premium plan you can't do anything at all, the app is not worth:b",if you dont have a premium plan you cant do anything at all the app is not worthb,premium plan anything worth,0.0,neutral
83483fc8-51b4-400f-bc95-fa07fa64245c,Bapynshngainlang Nongkynrih,https://play-lh.googleusercontent.com/a-/ALV-UjVYtf1SSEh124ozRo6scBVHaajsKi2Mqh4yjKqbo1UroyihlSYGKg,"New UI with the play button in the left most just feels weird, please fix it to the standard button layout.",5,0,9.0.62.622,2025-07-26 00:57:36,,,9.0.62.622,"New UI with the play button in the left most just feels weird, please fix it to the standard button layout.",new ui with the play button in the left most just feels weird please fix it to the standard button layout,new button left feels weird please fix standard button layout,0.4091,positive
23e94c6e-0165-4eae-b6f0-53be9c9574f6,Jason Rachwal,https://play-lh.googleusercontent.com/a/ACg8ocLJvHL9wsEM-PL7u-6GpwSOX-E7MdgQraU4DKW-HdAOW_vYZg=mo,It's the best app I have. I'd pay more...,5,0,9.0.62.622,2025-07-25 20:22:31,,,9.0.62.622,It's the best app I have. I'd pay more...,its the best app i have id pay more,best pay,0.5859,positive
0a192f17-ebde-4588-92ea-27c45ad2d1e5,Keanu Sorvig,https://play-lh.googleusercontent.com/a/ACg8ocLQvcHD2vgPogP390TxMM69xOmjG7pW3BQuO8VPXVE8CiIQFQ=mo,amazing ✨,5,0,9.0.62.622,2025-07-26 00:49:42,,,9.0.62.622,amazing ✨,amazing,amazing,0.7269,positive
23e94c6e-0165-4eae-b6f0-53be9c9574f6,Jason Rachwal,https://play-lh.googleusercontent.com/a/ACg8ocLJvHL9wsEM-PL7u-6GpwSOX-E7MdgQraU4DKW-HdAOW_vYZg=mo,It's the best app I have. I'd pay more...,5,0,9.0.62.622,2025-07-25 20:22:31,,,9.0.62.622,It's the best app I have. I'd pay more...,its the best app i have id pay more,best pay,0.5859,positive
e17dd142-7e70-4ad1-8a83-93e717cc9285,Ty Son,https://play-lh.googleusercontent.com/a/ACg8ocL4zLU28gH9fmyaGNBbOFos5KJRTxDyjQm8q_kofFPpsM2nxg=mo,spotify=😎 other music apps=🤨😔😕,5,0,9.0.62.622,2025-07-25 22:18:17,,,9.0.62.622,spotify=😎 other music apps=🤨😔😕,spotify other music apps,apps,0.25,positive
1d4f0077-c394-4253-9ceb-735d50c49392,Venkata sai Mudili,https://play-lh.googleusercontent.com/a-/ALV-UjWZHsjj2JjUvdHnlz4Itqvn-iz-ktc0qdGWft9u3WYL6HxP__Mx-g,ssw in in ws class and eat and eat w to swwsss wss h w,1,0,9.0.62.622,2025-07-25 18:56:27,,,9.0.62.622,ssw in in ws class and eat and eat w to swwsss wss h w,ssw in in ws class and eat and eat w to swwsss wss h w,ssw class eat eat swwsss wss,0.0,neutral
45a69705-5851-47a4-8491-7672f6bb5a79,Ethan Sielaff,https://play-lh.googleusercontent.com/a-/ALV-UjVONhPDKoAbVrph5dpoFj7L_00fPKS55OdpWSvYgtqesmOs2R2d,absolute dogshit platform can't even look at individual songs in an album. if you want to listen to music just go to youtube or buy it directly from the artist NEVER use spotify.,1,0,9.0.62.622,2025-07-25 21:52:42,,,9.0.62.622,absolute dogshit platform can't even look at individual songs in an album. if you want to listen to music just go to youtube or buy it directly from the artist NEVER use spotify.,absolute dogshit platform cant even look at individual songs in an album if you want to listen to music just go to youtube or buy it directly from the artist never use spotify,absolute dogshit platform even look individual album want youtube buy directly artist never use,0.0772,positive
57933bde-2bbb-48ae-bd2d-a85ff8c37b8d,Vishnu Priya,https://play-lh.googleusercontent.com/a/ACg8ocINItOYf7oa6CeAAEKwjA2sCJEhkY2krzNG0tefHY_QFVQZ7A=mo,very well,4,0,9.0.62.622,2025-07-25 21:18:17,,,9.0.62.622,very well,very well,well,0.3384,positive
b81d5288-6ff3-4b6c-9b1d-00ab60e5e32a,Fey Rainstill,https://play-lh.googleusercontent.com/a-/ALV-UjVfRC_yEEOmlybOchfzipkRYqbBN8srHgsZdigRLPfmxG2iXD1s,"Spotify mobile is just bad now, you get like 5 minutes worth of ads in-between every song even if you skip a song, at this point you're listening to more ads then music",1,0,9.0.62.622,2025-07-25 19:49:42,"Hi! We'll pass this on to our Ads team. Have you tried a quick reinstall? If that doesn't help, you should give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"". They'll help you report this.",2025-07-25 19:54:29,9.0.62.622,"Spotify mobile is just bad now, you get like 5 minutes worth of ads in-between every song even if you skip a song, at this point you're listening to more ads then music",spotify mobile is just bad now you get like 5 minutes worth of ads inbetween every song even if you skip a song at this point youre listening to more ads then music,mobile bad get like minutes worth ads every even skip point listening ads,-0.0258,neutral
1e386067-ef34-4794-be2c-2d6aa4ac60e8,Lisa Park,https://play-lh.googleusercontent.com/a-/ALV-UjX_yDfPYQdjNLV7LrcbxsofQfPCKxowIL0iRYz06bfUVDaq5OC2,I LOVEE spotify defenetly the best music and podcast app ever. literally recommending to everyone,5,0,9.0.62.622,2025-07-25 23:00:15,,,9.0.62.622,I LOVEE spotify defenetly the best music and podcast app ever. literally recommending to everyone,i lovee spotify defenetly the best music and podcast app ever literally recommending to everyone,lovee defenetly best podcast ever literally recommending everyone,0.6369,positive
2fe0e013-2a75-4dc0-b9c7-f0d52fc439fe,Eng Marwa Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocJWduTRFlGLGRFzOOqRPoKg55hx3SD9fdOr0FbX2PereudYBA=mo,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,1,0,9.0.62.622,2025-07-25 22:21:15,,,9.0.62.622,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن نصيحه لوجه الله,0.0,neutral
a66e7f9f-0fca-410b-a36e-ce6ace394931,manona,https://play-lh.googleusercontent.com/a-/ALV-UjW-qYSr9rehIBnwm0RusHbB2_gb_AMNd1tNdvR0kCXgqvVoHhc,I don't like it 😕 😒,1,0,9.0.62.622,2025-07-25 22:31:47,,,9.0.62.622,I don't like it 😕 😒,i dont like it,like,-0.0382,neutral
6ed84f9b-d3d7-4bf4-bd68-c7c0cd0f865a,Corbin Chiaese,https://play-lh.googleusercontent.com/a-/ALV-UjVfV_Z5sOuARJSAJcRGh1ocn5KfUI0u_WotQy0QUFPglj-IFPyd,best,5,0,9.0.62.622,2025-07-25 18:34:16,,,9.0.62.622,best,best,best,0.6369,positive
f6aef776-9a3d-402c-adfb-9bc2ebdddcc5,John Gioannetti,https://play-lh.googleusercontent.com/a-/ALV-UjV7syPBEtcVqDdJ96bvlz6XrgZ7NsnhvdmNBl3voNjwodQMo_op,great,5,0,9.0.62.622,2025-07-25 19:00:37,,,9.0.62.622,great,great,great,0.6249,positive
77aea073-e677-4a3e-ac38-d98cd7d1dc11,blancalnavarrete,https://play-lh.googleusercontent.com/a/ACg8ocItigz0ZG8dDaJNyEj69E7zqk6i5OEPq9TIxCdx9BzFxMtAqw=mo,Spotify makes listening to music so much easier,5,0,9.0.62.622,2025-07-25 19:56:40,,,9.0.62.622,Spotify makes listening to music so much easier,spotify makes listening to music so much easier,makes listening much easier,0.4728,positive
2fe0e013-2a75-4dc0-b9c7-f0d52fc439fe,Eng Marwa Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocJWduTRFlGLGRFzOOqRPoKg55hx3SD9fdOr0FbX2PereudYBA=mo,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,1,0,9.0.62.622,2025-07-25 22:21:15,,,9.0.62.622,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن دا نصيحه لوجه الله,,وحش أوي وبالنسبه لكل مسلم بلاش تنزل الأبلكيشن نصيحه لوجه الله,0.0,neutral
