reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content_vader,content_ml,sentiment_score,sentiment_label
e13e84a5-1833-49dd-869f-7440bedd1116,derrick kiptoo,https://play-lh.googleusercontent.com/a/ACg8ocK1sOfBRbSdrw-pvZ1joc58z0yrRN5tyZzL0sHVmmS_u23pEw=mo,Amazing,5,0,9.0.62.622,2025-07-24 14:15:36,,,9.0.62.622,Amazing,amazing,0.5859,positive
dc445aee-296b-44ad-8e82-9db807d21eb0,Okonkwo Onyedikachi David,https://play-lh.googleusercontent.com/a-/ALV-UjWLeII73azjAkv1X1jVkn1to7dz2f9e3KlhnCEIVv7X42rhLAZ_,awesome 😎,5,0,9.0.62.622,2025-07-24 13:30:31,,,9.0.62.622,awesome 😎,awesome,0.7964,positive
a6e4f1a6-4660-4cf9-8c1c-3f099c448f8d,Tarun Sai,https://play-lh.googleusercontent.com/a/ACg8ocLm6U4tKcRITjqDpBt_jMLSpZI7HTYfGId5e22WKpVMRRQ8urk=mo,even though we get all songs there are too many advertisements every now and then advertisements flash,1,1,9.0.62.622,2025-07-24 11:21:22,"Hi! We'll pass this on to our Ads team. Have you tried a quick reinstall? If that doesn't help, you should give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"". They'll help you report this.",2025-07-24 12:17:20,9.0.62.622,even though we get all songs there are too many advertisements every now and then advertisements flash,even though we get all songs there are too many advertisements every now and then advertisements flash,0.0,neutral
d3c5e3a7-9006-4dda-bc8a-bc07c99bbfc5,Prem Gupta,https://play-lh.googleusercontent.com/a/ACg8ocLFcWeTmfoFpjY3UF-EHvqpq0jEY1be2817uWOqtNxHgMiOSg=mo,"good we can bore or study,work then you open Spotify and enjoy💤",5,0,9.0.62.622,2025-07-24 12:03:35,,,9.0.62.622,"good we can bore or study,work then you open Spotify and enjoy💤",good we can bore or studywork then you open spotify and enjoy,0.4404,positive
2b2874be-4119-4e56-9d7c-8b848f5b75aa,David Alex,https://play-lh.googleusercontent.com/a-/ALV-UjXo34dx3sN3iAzpzm779gJmQS2L9nOf9XSSXgS2dsD1uCoweIK-,perfect,5,0,9.0.62.622,2025-07-24 12:39:55,,,9.0.62.622,perfect,perfect,0.5719,positive
af679683-d655-4fb3-a4b4-e5a3e6487ee8,Biggie Thaba,https://play-lh.googleusercontent.com/a-/ALV-UjWTLh4AV4CCtU1Ewxt_Fe-dsVm_Ydv-_e1U3vsje3kWt_kZL2rd,SUCH A NICE APP,5,0,9.0.62.622,2025-07-24 12:51:36,,,9.0.62.622,SUCH A NICE APP,such a nice app,0.4215,positive
64270a43-6292-4cdf-9212-cc88f880ea6a,Utsav Narayan,https://play-lh.googleusercontent.com/a/ACg8ocLNqXvZDDNjrXsMevvq70fcutFj34tlLG6lgYwll2yHnUBnFg=mo,🧿,5,0,9.0.62.622,2025-07-24 14:36:21,,,9.0.62.622,🧿,,0.0,neutral
06eb35df-e1ea-4ef9-a04f-6ef67c157fe0,Iftekhar Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjVxoVS75E3odTO3fWy4dFCpMiHXMK5i0M7jMfX0mvEsKbma2PKS,Best app bhai👿,5,0,9.0.62.622,2025-07-24 11:15:32,,,9.0.62.622,Best app bhai👿,best app bhai,0.2263,positive
b99a3611-9996-4ee2-9753-8f0c7c88dd8d,Onya Patrick,https://play-lh.googleusercontent.com/a/ACg8ocL2ZcVHNQhwu4_K6XQD5nSqudefPKXMiSs_6R67XRWJ85idsA=mo,wonderful app,5,0,9.0.62.622,2025-07-24 14:21:26,,,9.0.62.622,wonderful app,wonderful app,0.5719,positive
e2d324c0-ac7b-489c-a8a6-91255a7c1d48,Sungti Mchen,https://play-lh.googleusercontent.com/a/ACg8ocJzU1wvUeeW4egx6VCo0KZebcD5yduknZvtDuI5yN8fbLPWhw=mo,excellent💯,5,0,9.0.62.622,2025-07-24 13:36:02,,,9.0.62.622,excellent💯,excellent,0.5719,positive
56d7c495-7f23-4561-bc43-496ea99ed535,Adeline Sawyer,https://play-lh.googleusercontent.com/a/ACg8ocKetM44IghsLHt6_58Pbza8ETGYej8y3Rn_15Fgl_NtSOEtLA=mo,"i love it, but it would be nice if the ads could be toned down a bit, as after every song there is at least two ads. also it would be nice if there could be lyrics on Chromebook, since I mostly use my laptop, and using the web player is glitchy.",4,0,9.0.62.622,2025-07-24 12:22:21,,,9.0.62.622,"i love it, but it would be nice if the ads could be toned down a bit, as after every song there is at least two ads. also it would be nice if there could be lyrics on Chromebook, since I mostly use my laptop, and using the web player is glitchy.",i love it but it would be nice if the ads could be toned down a bit as after every song there is at least two ads also it would be nice if there could be lyrics on chromebook since i mostly use my laptop and using the web player is glitchy,0.875,positive
5f03f886-2aea-4d40-978c-a64f97607fd0,aarav dave,https://play-lh.googleusercontent.com/a-/ALV-UjXJxsTWCP-2Ia42zHVt5PbeaJkEFEEA5RjNHSSKWvfNsI2RtUY,good,5,0,9.0.62.622,2025-07-24 12:12:20,,,9.0.62.622,good,good,0.4404,positive
8b5624af-a135-4dd1-9d73-5682c8719b78,Kyle D,https://play-lh.googleusercontent.com/a-/ALV-UjX6riIOIYfmNUBhJSbGkQI0HSfbjTZFYv5gXEk6pKFj_IV5lBC8,so good it has so many songs 10/10,5,0,9.0.62.622,2025-07-24 13:57:01,,,9.0.62.622,so good it has so many songs 10/10,so good it has so many songs 1010,0.4927,positive
faa6a66b-6d96-4536-a1c9-3a6f0ff93aaf,Anya Desiree Rose,https://play-lh.googleusercontent.com/a/ACg8ocI_3FQqFyEl-4Qw-vn-CrKzSpzhErZH3hPMi6Yku8UUelxOgA=mo,I enjoy it,5,0,9.0.62.622,2025-07-24 11:59:32,,,9.0.62.622,I enjoy it,i enjoy it,0.4939,positive
72736c4c-8e98-402f-b779-50955df7f4e9,Reem Basha,https://play-lh.googleusercontent.com/a/ACg8ocL5H6b0iHsuSsnvpvVIdcpRQ8Nau32PgzHlYCebfbPTRifA6Q=mo,يدعم الكيان الصهيوني,1,0,9.0.62.622,2025-07-24 13:13:20,,,9.0.62.622,يدعم الكيان الصهيوني,,0.0,neutral
84a85719-8ea1-4150-9854-d16b8e39112e,Aradhya Jain,https://play-lh.googleusercontent.com/a/ACg8ocLAQJG9nvkcPfo2W5S4Mzyv8pVFlU-vQxcgyadr_oyYndpCFcw=mo,the worst music app because of many ads and unskippable songs,1,0,9.0.62.622,2025-07-24 14:53:52,,,9.0.62.622,the worst music app because of many ads and unskippable songs,the worst music app because of many ads and unskippable songs,-0.6249,negative
8b764509-7dbb-43c5-bd7d-5284de297e7f,Lord Bryan,https://play-lh.googleusercontent.com/a-/ALV-UjUQN0wVI5CfZ3cwMDGEYrxUjlOlPJ7nUxI4xp6CUYorvqNiiwQ,"Overall the best music streaming app I'm quite satisfied about everything except the fact that my own acct is stuck on smart shuffle keeps adding songs I don't want to listen to,I can't play backwards only forward it's pissing me off and also if I login on a different device it doesn't stay on smart shuffle,for example in currently using an Infinix hot 7 to write this review but on my Samsung Galaxy tab a 7lite it doesn't show smart shuffle please if you can do something please help out",5,0,9.0.62.622,2025-07-24 13:46:32,,,9.0.62.622,"Overall the best music streaming app I'm quite satisfied about everything except the fact that my own acct is stuck on smart shuffle keeps adding songs I don't want to listen to,I can't play backwards only forward it's pissing me off and also if I login on a different device it doesn't stay on smart shuffle,for example in currently using an Infinix hot 7 to write this review but on my Samsung Galaxy tab a 7lite it doesn't show smart shuffle please if you can do something please help out",overall the best music streaming app im quite satisfied about everything except the fact that my own acct is stuck on smart shuffle keeps adding songs i dont want to listen toi cant play backwards only forward its pissing me off and also if i login on a different device it doesnt stay on smart shufflefor example in currently using an infinix hot 7 to write this review but on my samsung galaxy tab a 7lite it doesnt show smart shuffle please if you can do something please help out,0.8152,positive
33de721e-b4d2-41e9-a58a-7870d60aac55,Tomas Medrano,https://play-lh.googleusercontent.com/a-/ALV-UjVPOMgjWXs8WMgEwm94nesDhVd1X6jY5Ol15rzeEneHsq8x1sPR,sus,5,0,9.0.62.622,2025-07-24 13:00:24,,,9.0.62.622,sus,sus,0.0,neutral
1c754cc5-9732-4c4c-a857-5e70b1caf553,Jyoti Mahar,https://play-lh.googleusercontent.com/a/ACg8ocLKCTp5oDIXtx7SmrB1bgZ-UjLJ0JSGiq31f5Ky0zSU-vO7MQ=mo,Ads are more... this is too disabled and disturbing for me.,2,0,9.0.62.622,2025-07-24 14:12:09,,,9.0.62.622,Ads are more... this is too disabled and disturbing for me.,ads are more this is too disabled and disturbing for me,-0.5106,negative
2f0fd42d-8d4c-481e-878b-0a904b21de98,Akash K,https://play-lh.googleusercontent.com/a/ACg8ocJvdYhDzYdAUirUXxHiRRxG6NBtnjITHQGQkW421ZIiuD_Suw=mo,please reduce ads,1,0,9.0.62.622,2025-07-24 15:25:00,,,9.0.62.622,please reduce ads,please reduce ads,0.3182,positive
a5bda656-b725-479b-af95-149970fa2c34,Jason Julian,https://play-lh.googleusercontent.com/a-/ALV-UjXiiQxscw_DggLduwQVpGwqt1vIKALb45OE5KziB_kg6yfy9Ylu,I love Spotify!!!!!!!,5,0,9.0.62.622,2025-07-24 14:03:40,,,9.0.62.622,I love Spotify!!!!!!!,i love spotify,0.7482,positive
1f0c9e3c-a436-4e2e-b575-51ac430541f7,Heather Grimwood,https://play-lh.googleusercontent.com/a-/ALV-UjWCL1aKSg05_BVLn7ojyHAw8MFM_2A7PnG4eAQFxUFkQLsf-VqP,easy clear instructions.,5,0,9.0.62.622,2025-07-24 12:48:35,,,9.0.62.622,easy clear instructions.,easy clear instructions,0.6705,positive
621dfaca-0b1d-4ae0-a2ef-52f64d317786,colleciacollen Khoza,https://play-lh.googleusercontent.com/a/ACg8ocLm0fNVU4GBjx0RB-bI_rf5XQwULR5Y6DMovO620oZ4mRHuDA=mo,Fantastic,5,0,9.0.62.622,2025-07-24 12:01:13,,,9.0.62.622,Fantastic,fantastic,0.5574,positive
56b6955a-9726-41bd-b62e-387c415865c6,Hayin B,https://play-lh.googleusercontent.com/a-/ALV-UjXn-bMJWCgd1lhdrp98HYq1zBjfsH5gvj6Lw51S1XVH3RHR5W22,"Spotify is great and I love listening to songs, but the ads have gotten out of control. I have to watch 6 ads before listening to a song, and if I try changing the song ONE time, it'll give me 6 ads again even if I just listened to them. I personally feel like Spotify has gotten greedy with money being the fact they already make so much money.",3,0,9.0.62.622,2025-07-24 15:01:32,,,9.0.62.622,"Spotify is great and I love listening to songs, but the ads have gotten out of control. I have to watch 6 ads before listening to a song, and if I try changing the song ONE time, it'll give me 6 ads again even if I just listened to them. I personally feel like Spotify has gotten greedy with money being the fact they already make so much money.",spotify is great and i love listening to songs but the ads have gotten out of control i have to watch 6 ads before listening to a song and if i try changing the song one time itll give me 6 ads again even if i just listened to them i personally feel like spotify has gotten greedy with money being the fact they already make so much money,0.6652,positive
59ca2d24-65df-49ae-b362-90a177fbab6c,Kayla,https://play-lh.googleusercontent.com/a-/ALV-UjUuaBy1XWpErnDUHtScsG3p8mPVryg44-uCWQPuY7pFYlMlM-Gv,buggy and the creator of the app is bad the only reason I keep it is because I dont have the space for physical media,2,0,9.0.62.622,2025-07-24 12:50:54,,,9.0.62.622,buggy and the creator of the app is bad the only reason I keep it is because I dont have the space for physical media,buggy and the creator of the app is bad the only reason i keep it is because i dont have the space for physical media,-0.5423,negative
92ad34e7-0132-44ef-8d25-9ff360949837,Tino Max,https://play-lh.googleusercontent.com/a-/ALV-UjUiRTwittlxI4KmTv9w4UcAQHbFnKs6688m7TyNlBmVrpEW1dw,the best music I ever used,5,0,9.0.62.622,2025-07-24 12:41:08,,,9.0.62.622,the best music I ever used,the best music i ever used,0.6369,positive
467845c5-006b-4052-b62c-49576947ad47,KAMALAPURE SIDRAM,https://play-lh.googleusercontent.com/a-/ALV-UjWsPYREQaMVT9zJOYHPVRr1N_AxNX2dJbxv3X27ghllxgW8cl8aVg,very good quality of sound super,5,0,9.0.62.622,2025-07-24 13:36:29,,,9.0.62.622,very good quality of sound super,very good quality of sound super,0.796,positive
31a42afc-53e7-4504-ac95-f47b7f033142,Manish Meena,https://play-lh.googleusercontent.com/a-/ALV-UjUbZCIAsCumT5f-TJpPCMybrvnp-6hdDHxmzZz1RV4gj6e_3tMIpw,too much ads,1,0,9.0.62.622,2025-07-24 13:22:02,"Hi! We'll pass this on to our Ads team. Have you tried a quick reinstall? If that doesn't help, you should give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us"". They'll help you report this.",2025-07-24 16:38:50,9.0.62.622,too much ads,too much ads,0.0,neutral
2def2d17-1124-4b6c-9f0b-6d8d4ee2a773,Aobakwe Mongala,https://play-lh.googleusercontent.com/a/ACg8ocIU3LZEopnvG3hSt_nNidj7apKUgUNh_QCen8Levfg2hB1JsQ=mo,less ads,5,0,9.0.62.622,2025-07-24 13:40:33,,,9.0.62.622,less ads,less ads,0.0,neutral
4bd393fb-1d44-450f-ba9d-df69af06e876,Dj Reiff,https://play-lh.googleusercontent.com/a/ACg8ocJGb8nmlWw-UJv_9wYHUcu5c7l_Q_EPeMHWz-Oamk_vi_dGwQ=mo,every song gives me adds,3,0,9.0.62.622,2025-07-24 14:34:57,"Hey! We hear you and we'll pass your feedback along to the Ads team. For an ad-free experience, we'd recommend checking out our Premium plans by heading over to spotify.com/premium. If you've never had Premium before, you should be eligible for our trial.",2025-07-24 16:57:08,9.0.62.622,every song gives me adds,every song gives me adds,0.0,neutral
49396253-47a0-4789-b5d8-4f2149a98ef5,Sid Kattoju,https://play-lh.googleusercontent.com/a-/ALV-UjVrKs8HhkiLy28--7nLTeMAiojP0zvX83iF3-dm4Jfvw-f2yt3I,I revoke my 5 star review due to ever deteriorating sound quality and UX issues due to caching not to mention more and more limited instances of serendipitous content discovery. The worst part is having to listen to ads despite being a paying customer.,1,0,9.0.62.622,2025-07-24 12:46:23,,,9.0.62.622,I revoke my 5 star review due to ever deteriorating sound quality and UX issues due to caching not to mention more and more limited instances of serendipitous content discovery. The worst part is having to listen to ads despite being a paying customer.,i revoke my 5 star review due to ever deteriorating sound quality and ux issues due to caching not to mention more and more limited instances of serendipitous content discovery the worst part is having to listen to ads despite being a paying customer,-0.762,negative
